pid,category,region,latitude,longitude,visit_time_and_count
18,Food & Drink Shop,3,40.74186151409088,-73.98943362953369,"{18: 66, 19: 31, 22: 12, 23: 11, 21: 8, 0: 8, 20: 7, 16: 5, 17: 5, 1: 5, 3: 2, 2: 2}"
19,Office,8,40.75094552248844,-74.00563392176072,"{12: 14, 11: 10, 13: 3, 18: 3}"
20,Music Venue,3,40.73169799836348,-73.98922693741638,"{4: 57, 5: 38, 1: 15, 0: 15, 23: 12, 3: 11, 22: 9, 2: 9, 15: 8, 17: 7, 16: 6, 20: 6, 18: 4, 19: 3, 7: 3, 6: 3, 14: 2}"
21,Subway,10,40.82650767315227,-73.95039081573486,"{13: 25, 19: 12, 20: 11, 4: 11, 18: 9, 5: 8, 23: 5, 16: 5, 12: 4, 3: 3, 14: 3, 22: 3, 0: 3, 17: 3, 9: 2, 21: 2}"
22,Student Center,11,40.86283581665962,-74.19723987579346,"{18: 8, 19: 7, 16: 6, 20: 3, 23: 2, 21: 2, 0: 2}"
23,Park,3,40.74218830848454,-73.98792418909154,"{11: 80, 21: 43, 12: 40, 10: 38, 22: 28, 18: 28, 17: 28, 16: 23, 19: 22, 20: 22, 23: 19, 0: 16, 13: 12, 15: 11, 14: 10, 9: 7, 1: 4, 4: 2, 3: 2, 7: 2, 8: 2}"
24,Road,12,40.90105786688402,-74.1507625579834,"{10: 14, 12: 4, 15: 2, 22: 2, 21: 2, 18: 2, 13: 2, 19: 2}"
25,Home (private),13,40.963240757086346,-74.09463109843134,"{13: 10, 11: 10, 16: 9, 0: 8, 15: 7, 17: 6, 18: 6, 22: 5, 23: 5, 12: 4, 21: 4, 1: 3, 14: 3, 20: 3, 6: 2, 2: 2, 19: 2}"
26,Burger Joint,3,40.74140750304299,-73.98843795061111,"{23: 11, 22: 9, 21: 8, 16: 8, 18: 7, 0: 6, 17: 6, 2: 5, 19: 5, 15: 4, 20: 4, 1: 3}"
27,Bank,4,40.77807780906056,-73.95449161535045,"{17: 3, 16: 3, 13: 2}"
28,Coffee Shop,0,40.727612,-74.007306,"{13: 11, 19: 4, 16: 3, 18: 2}"
29,Clothing Store,4,40.77843896961532,-73.95451457533076,"{18: 3, 23: 3, 17: 3}"
30,Neighborhood,14,40.92431190858341,-73.99688829591487,"{18: 6, 19: 6, 22: 5, 23: 5, 0: 4, 21: 4, 20: 3, 5: 3, 2: 3, 15: 3, 17: 2, 13: 2}"
31,Electronics Store,4,40.76391920774746,-73.9731399591735,"{0: 45, 1: 19, 18: 17, 17: 12, 16: 12, 20: 11, 22: 11, 21: 11, 23: 9, 19: 8, 2: 7, 3: 6, 12: 6, 13: 5, 14: 5, 4: 3, 6: 3, 11: 3, 5: 3, 15: 3, 10: 3, 9: 3, 7: 2}"
32,Ice Cream Shop,15,40.80396497665877,-74.00513467434556,"{1: 3, 19: 3, 2: 2, 18: 2}"
33,Home (private),15,40.80204208379726,-74.00063278107605,"{9: 10, 5: 9, 6: 8, 4: 7, 7: 6, 17: 5, 18: 4, 8: 4, 10: 4, 3: 3, 20: 3, 23: 3, 0: 3, 1: 2}"
34,Food & Drink Shop,3,40.73971082815715,-73.9825179760415,"{22: 3, 18: 2, 19: 2}"
35,Subway,4,40.75099579556285,-73.99068832397461,"{13: 9, 21: 4, 3: 4, 18: 3, 14: 3, 17: 2, 10: 2}"
36,Department Store,4,40.75061379403183,-73.98856401443481,"{22: 28, 18: 18, 21: 16, 0: 15, 16: 15, 23: 14, 17: 13, 19: 12, 20: 12, 14: 12, 13: 10, 12: 8, 15: 6, 1: 3, 2: 2, 11: 2}"
37,Tattoo Parlor,16,40.74710920467287,-74.15280867121942,"{12: 9, 19: 8, 18: 7, 22: 7, 20: 7, 21: 5, 13: 5, 16: 3, 23: 3, 3: 3, 17: 2, 4: 2}"
38,Mall,2,40.73405557647634,-73.87084722518921,"{21: 14, 0: 12, 17: 10, 18: 9, 22: 9, 19: 9, 23: 7, 16: 5, 20: 4, 1: 3, 15: 3, 14: 3, 13: 2, 9: 2}"
39,Deli / Bodega,4,40.75110145517336,-73.98130059242249,"{17: 4, 16: 3, 18: 2, 19: 2}"
40,University,17,40.69541297284045,-73.98732159326325,"{18: 5, 19: 4, 23: 4, 15: 3, 13: 2, 17: 2, 22: 2}"
41,Bus Station,6,40.80463955350257,-73.93786213355276,"{23: 3, 12: 2, 0: 2, 16: 2}"
42,Light Rail,0,40.71589126048056,-74.03416156768799,"{18: 6, 20: 3, 15: 3, 11: 2, 21: 2, 12: 2, 13: 2, 22: 2}"
43,Mexican Restaurant,3,40.745245,-73.982692,"{17: 7, 18: 5, 22: 3, 23: 2, 0: 2, 19: 2, 20: 2, 1: 2}"
44,General College & University,3,40.70473327890426,-73.98773789405823,"{22: 10, 21: 10, 19: 5, 23: 3, 17: 2, 14: 2, 20: 2, 16: 2}"
45,Home (private),18,40.91220464465255,-74.01238511084367,"{3: 5, 21: 4, 23: 3, 18: 3, 2: 3, 1: 2, 4: 2, 22: 2}"
46,Office,3,40.746976519995165,-73.98325258717293,"{11: 13, 10: 2}"
47,Other Great Outdoors,19,40.91192343390238,-73.78237724304199,"{23: 12, 21: 9, 2: 9, 3: 8, 0: 7, 18: 5, 22: 5, 1: 5, 19: 5, 4: 4, 20: 3, 5: 3}"
48,Neighborhood,20,40.75951304689015,-73.83147239685059,"{22: 12, 0: 10, 2: 8, 23: 7, 21: 6, 1: 6, 20: 6, 19: 5, 3: 5, 18: 3, 12: 3, 4: 3, 15: 2}"
49,Animal Shelter,21,40.771046,-74.065758,"{18: 6, 23: 3, 19: 3, 16: 2, 21: 2}"
50,Light Rail,0,40.72703111110143,-74.0348482131958,"{3: 5, 12: 5, 20: 5, 19: 4, 16: 3, 15: 2, 0: 2, 1: 2, 22: 2, 9: 2, 18: 2, 21: 2, 4: 2}"
51,Office,4,40.75141159824277,-73.97994107572931,"{13: 8, 14: 7, 15: 6, 17: 5, 18: 5, 12: 3, 19: 2, 16: 2}"
52,Office,4,40.75539131865308,-73.974259146779,"{14: 5, 19: 2, 15: 2, 18: 2}"
53,Ice Cream Shop,22,40.725891,-73.79143081000001,"{13: 4, 20: 3, 19: 2, 16: 2, 1: 2}"
54,Food & Drink Shop,23,40.83162208784265,-74.13679361343384,"{18: 6, 19: 5, 15: 5, 14: 4, 16: 3, 17: 3, 23: 2, 0: 2, 13: 2, 20: 2}"
55,American Restaurant,0,40.715280885129175,-74.03639537384788,"{13: 10, 12: 4, 14: 4}"
56,American Restaurant,4,40.75821277375464,-73.98682594299316,"{1: 7, 0: 6, 23: 5, 17: 5, 21: 4, 3: 3, 14: 3, 20: 3, 2: 2}"
57,Coffee Shop,3,40.74546290596493,-73.99098305111815,{13: 13}
58,Residential Building (Apartment / Condo),7,40.8706300946324,-74.09792627389562,"{19: 9, 22: 8, 18: 8, 20: 7, 21: 7, 16: 6, 3: 6, 15: 5, 17: 3, 14: 3, 23: 3, 1: 2, 8: 2, 2: 2, 13: 2, 4: 2}"
59,Coffee Shop,3,40.744044646949455,-73.98373696088365,"{19: 3, 14: 3, 15: 3, 21: 2, 18: 2, 17: 2, 20: 2, 16: 2}"
60,Food & Drink Shop,24,40.67755881343268,-73.74452479795166,"{19: 4, 20: 3, 14: 3, 21: 2, 17: 2}"
61,Airport,25,40.645089355976346,-73.7845230102539,"{15: 88, 10: 59, 16: 50, 11: 44, 20: 42, 12: 41, 23: 38, 19: 32, 9: 32, 18: 31, 21: 30, 0: 30, 2: 24, 22: 23, 13: 22, 17: 19, 1: 18, 3: 16, 4: 15, 14: 12, 8: 8, 5: 5, 6: 5, 7: 3}"
62,Cuban Restaurant,3,40.72284169882771,-73.9941164689654,"{17: 5, 16: 4, 23: 3, 19: 2, 0: 2, 1: 2}"
63,Food & Drink Shop,26,40.68006413170521,-73.76161876452181,"{20: 6, 14: 5, 19: 2, 23: 2, 13: 2}"
64,BBQ Joint,26,40.68083,-73.76331,"{20: 4, 19: 2, 2: 2, 5: 2}"
65,Other Nightlife,3,40.7462390539103,-73.98058960845994,"{22: 3, 21: 2, 19: 2, 4: 2, 16: 2}"
66,Neighborhood,4,40.77352187640244,-73.95678520202637,"{16: 10, 14: 9, 17: 9, 23: 6, 13: 4, 10: 3, 5: 3, 19: 2, 1: 2, 3: 2, 18: 2, 6: 2, 15: 2, 20: 2, 11: 2}"
67,Home (private),27,40.82358935335903,-74.22380201337529,"{19: 4, 18: 4, 23: 4, 0: 4, 22: 4, 3: 2, 21: 2, 4: 2, 20: 2}"
68,Home (private),28,40.824777351716186,-73.88307005845945,"{19: 2, 22: 2, 13: 2}"
69,Building,3,40.74828059076867,-73.98556262254715,"{17: 21, 16: 19, 14: 15, 13: 12, 18: 11, 15: 10, 12: 7, 20: 7, 11: 6, 22: 5, 1: 4, 23: 4, 19: 3, 3: 3, 21: 3, 10: 3, 7: 2, 4: 2}"
70,Gym / Fitness Center,29,40.58532514916689,-73.95202340155454,"{0: 9, 19: 8, 18: 7, 20: 7, 16: 5, 22: 3, 17: 3, 21: 3, 14: 2}"
71,College Academic Building,3,40.74837050671544,-73.98568868637085,"{11: 5, 17: 3, 18: 3, 19: 2, 20: 2, 14: 2, 13: 2, 10: 2, 16: 2, 12: 2}"
72,Home (private),18,40.94175914870915,-74.01238511084367,"{23: 23, 19: 22, 18: 18, 17: 12, 20: 11, 15: 10, 5: 9, 7: 8, 0: 8, 22: 7, 16: 7, 21: 6, 13: 5, 6: 5, 1: 5, 2: 4, 11: 4, 12: 4, 14: 4, 3: 3, 4: 3, 8: 3}"
73,Home (private),25,40.61848447230498,-73.75366953292578,"{3: 9, 11: 7, 4: 7, 17: 7, 15: 5, 19: 4, 2: 3, 18: 2, 12: 2, 6: 2}"
74,Office,3,40.70242744248474,-73.99048447608948,"{14: 15, 13: 7, 0: 4, 16: 3, 15: 3, 19: 2, 21: 2}"
75,Coffee Shop,3,40.74277821468304,-73.99833798408508,"{12: 5, 19: 4, 17: 3, 16: 2, 14: 2, 23: 2, 11: 2}"
76,Park,3,40.73083612189599,-73.99764060974121,"{19: 28, 20: 16, 18: 14, 21: 13, 0: 13, 22: 8, 23: 7, 16: 7, 17: 7, 3: 6, 2: 6, 1: 6, 15: 2}"
77,Other Great Outdoors,3,40.730769,-73.9974505,"{20: 5, 19: 4}"
78,Stadium,30,40.8134844303353,-74.07433032989502,"{23: 9, 15: 7, 22: 7, 19: 6, 17: 6, 18: 6, 20: 5, 0: 5, 16: 4, 21: 4, 13: 3, 10: 2, 14: 2, 6: 2}"
79,Home (private),31,40.75568181015381,-73.88307005845945,"{20: 5, 21: 5, 22: 4, 23: 3, 2: 3, 19: 2, 0: 2, 4: 2, 1: 2, 10: 2, 5: 2}"
80,Church,4,40.758505337427664,-73.97652626037598,"{18: 5, 21: 3, 23: 3, 20: 3, 19: 3, 22: 2, 15: 2, 13: 2, 1: 2}"
81,Other Great Outdoors,22,40.70247981049142,-73.79981203922165,"{11: 7, 19: 3, 12: 3, 3: 3, 0: 2, 7: 2, 23: 2, 22: 2}"
82,Airport,32,40.68968493541091,-74.17938709259033,"{20: 28, 11: 24, 12: 21, 18: 20, 10: 16, 19: 15, 1: 13, 14: 13, 9: 13, 4: 12, 21: 11, 23: 11, 17: 10, 3: 10, 0: 10, 13: 9, 5: 7, 2: 6, 22: 6, 15: 6, 16: 6, 8: 6, 7: 2}"
83,Train Station,3,40.707149,-73.99057,"{12: 96, 13: 86, 11: 40, 23: 36, 22: 26, 21: 25, 19: 21, 20: 15, 15: 15, 18: 14, 2: 12, 16: 11, 1: 11, 14: 10, 3: 10, 10: 10, 5: 10, 4: 9, 0: 8, 17: 8, 6: 6, 9: 4, 8: 2}"
84,Food & Drink Shop,3,40.73652697126574,-73.9905595779419,"{19: 17, 17: 9, 16: 8, 21: 7, 18: 5, 15: 5, 22: 4, 14: 4, 13: 4, 12: 2, 10: 2, 20: 2}"
85,College Academic Building,3,40.73561850046403,-73.99721413850784,"{14: 4, 17: 4, 1: 4, 15: 3, 19: 3, 16: 3, 0: 3, 22: 2}"
86,Office,9,40.65556631523727,-74.0083941052192,"{13: 6, 16: 5, 15: 5, 19: 4, 18: 4, 14: 4, 17: 2}"
87,Tanning Salon,3,40.74434648174866,-73.99543065278503,"{18: 5, 11: 5, 12: 5, 13: 2, 19: 2, 17: 2}"
88,University,0,40.71110949732056,-74.00504350662231,"{16: 11, 21: 9, 19: 7, 13: 5, 17: 5, 15: 5, 22: 3, 14: 3, 12: 2, 18: 2, 20: 2, 1: 2}"
89,Student Center,13,40.95158380800399,-74.08855676651001,"{19: 7, 13: 5, 23: 5, 0: 4, 22: 4, 12: 3, 18: 3, 17: 3, 15: 3, 20: 3, 21: 2}"
90,Bar,22,40.725730202803845,-73.79252672195435,"{19: 4, 14: 3, 18: 2}"
91,Coffee Shop,3,40.725551325924265,-73.99476528167725,"{19: 3, 17: 2, 15: 2, 12: 2, 14: 2}"
92,Other Great Outdoors,33,40.89621269901943,-73.87670483270945,"{22: 13, 10: 13, 11: 12, 21: 12, 23: 9, 14: 4, 0: 4, 7: 3, 1: 3, 17: 3, 3: 2, 19: 2, 12: 2, 5: 2, 2: 2}"
93,Gym / Fitness Center,3,40.738949,-73.989828,"{13: 26, 12: 16, 22: 15, 14: 15, 0: 13, 16: 12, 17: 12, 15: 10, 11: 9, 19: 7, 21: 6, 20: 5, 18: 5, 23: 5, 1: 4, 2: 3, 10: 2}"
94,Medical Center,34,40.63904061589954,-73.99794101715088,"{21: 4, 17: 2, 19: 2, 13: 2, 16: 2, 22: 2}"
95,University,3,40.74019487541442,-73.98346493517978,"{21: 11, 0: 7, 23: 7, 18: 6, 15: 5, 17: 4, 13: 4, 14: 4, 22: 3, 16: 2, 19: 2}"
96,Spanish Restaurant,16,40.747048,-74.15257036685944,"{12: 7, 19: 3, 14: 3, 13: 3, 21: 2}"
97,Moving Target,27,40.80050589400566,-74.20418389625108,"{20: 13, 19: 9, 22: 2, 21: 2}"
98,Bus Station,10,40.826702515225065,-73.95129203796387,"{21: 5, 18: 4, 19: 2, 20: 2}"
99,Factory,35,40.76050365575564,-73.94384937087554,"{10: 5, 22: 4, 9: 4, 11: 3, 21: 3, 3: 2}"
100,School,35,40.791172,-73.944024,"{12: 13, 19: 6, 11: 2}"
101,Neighborhood,4,40.78911988122579,-73.97335052490234,"{22: 4, 16: 3, 20: 2, 19: 2}"
102,Train Station,4,40.75280620914171,-73.97717535495758,"{22: 98, 13: 81, 12: 80, 21: 79, 20: 61, 19: 61, 23: 61, 14: 56, 0: 52, 18: 33, 1: 31, 16: 29, 17: 29, 15: 27, 2: 22, 3: 19, 11: 16, 5: 10, 4: 9, 10: 6, 8: 6, 9: 5, 6: 2}"
103,Train Station,36,40.664795945581965,-73.92295351101858,"{18: 7, 13: 4, 15: 3, 19: 3, 1: 3, 17: 3, 3: 3, 21: 2, 16: 2, 14: 2, 11: 2}"
104,Other Great Outdoors,36,40.66421141550086,-73.91474954903893,"{1: 13, 2: 13, 13: 11, 17: 11, 3: 9, 22: 9, 16: 8, 15: 8, 21: 8, 14: 7, 19: 6, 18: 5, 23: 4, 12: 4, 20: 3, 11: 3, 4: 3, 0: 2, 8: 2}"
105,Residential Building (Apartment / Condo),35,40.799246378690846,-73.93220766956706,"{19: 5, 12: 5, 21: 4, 23: 4, 17: 4, 5: 4, 14: 4, 0: 4, 18: 4, 15: 3, 13: 3, 1: 3, 20: 3, 22: 2, 11: 2, 3: 2}"
106,Subway,28,40.841927,-73.873511,"{7: 7, 2: 5, 23: 3, 20: 3, 18: 3, 19: 2, 16: 2, 21: 2, 11: 2, 1: 2, 22: 2}"
107,Food & Drink Shop,28,40.83260433886108,-73.86046496281456,"{20: 6, 18: 5, 21: 5, 19: 5, 22: 4, 17: 3, 23: 2, 0: 2, 14: 2}"
108,Gym / Fitness Center,27,40.83487295164295,-74.22620648606099,"{23: 17, 0: 4, 20: 3, 18: 3, 22: 2, 1: 2, 16: 2, 19: 2, 21: 2}"
109,Home (private),37,40.73569746375886,-73.81249842275241,"{3: 6, 23: 5, 20: 3, 0: 3, 19: 3, 2: 2, 16: 2, 22: 2, 1: 2}"
110,Residential Building (Apartment / Condo),4,40.75756480347108,-73.96864592496735,"{11: 9, 1: 8, 0: 8, 5: 5, 4: 5, 12: 5, 22: 4, 2: 4, 23: 4, 19: 4, 14: 3, 21: 3, 10: 3, 6: 3, 20: 2, 18: 2, 17: 2, 13: 2, 3: 2}"
111,Subway,38,40.70024353438826,-73.9411211013794,"{15: 5, 13: 3, 21: 3, 17: 2, 2: 2, 16: 2, 1: 2}"
112,Deli / Bodega,3,40.72098907275997,-73.98104874535339,"{18: 7, 20: 5, 16: 5, 19: 3, 17: 3, 21: 2}"
113,Home (private),35,40.77226863280218,-73.93010370763156,"{4: 7, 15: 5, 19: 5, 18: 4, 21: 4, 22: 4, 1: 4, 0: 3, 20: 3, 14: 3, 13: 2, 2: 2, 23: 2, 12: 2, 16: 2}"
114,Neighborhood,28,40.83991796598711,-73.87893676757812,"{22: 5, 19: 4, 20: 3, 12: 3, 21: 3, 18: 2, 23: 2, 11: 2}"
115,Electronics Store,13,40.9657708121501,-74.0756607055664,"{1: 3, 23: 3, 19: 2}"
116,Hotel,4,40.7526195459056,-73.99336294005377,"{13: 7, 18: 6, 21: 6, 20: 5, 22: 5, 19: 4, 0: 4, 16: 3, 17: 3, 14: 3, 15: 2, 1: 2, 2: 2, 23: 2, 4: 2}"
117,Gym / Fitness Center,3,40.744047317914,-73.98402736930704,"{20: 20, 16: 7, 13: 4, 19: 2}"
118,Burrito Place,10,40.80494,-73.992149,"{14: 35, 13: 12, 15: 8, 20: 4, 12: 4, 17: 3, 18: 3}"
119,Coffee Shop,0,40.70964742200671,-74.01051729615469,"{11: 32, 10: 27, 9: 10, 3: 10, 2: 9, 1: 9, 12: 6, 4: 5, 20: 2, 0: 2}"
120,Office,0,40.70972827284494,-74.01076978215657,"{11: 31, 10: 26, 9: 13, 3: 10, 13: 8, 2: 7, 14: 5, 20: 5, 1: 5, 0: 4, 12: 4, 4: 4, 21: 3, 23: 2, 16: 2, 8: 2, 18: 2}"
121,Subway,0,40.70491221172606,-74.01401281356812,"{20: 5, 21: 2}"
122,Neighborhood,39,40.87097828520945,-73.82876808947316,"{20: 5, 1: 3, 22: 3, 18: 2, 23: 2}"
123,Subway,36,40.69783672870847,-73.92736598127738,"{20: 4, 22: 3, 12: 2, 2: 2, 18: 2}"
124,Mall,39,40.86782694231008,-73.82703923160857,"{20: 13, 21: 13, 22: 11, 17: 6, 23: 5, 19: 5, 1: 5, 3: 4, 18: 4, 2: 3, 13: 2, 0: 2, 4: 2, 14: 2}"
125,Fast Food Restaurant,35,40.78986319381769,-73.94593309268163,"{12: 12, 14: 5, 20: 2, 3: 2, 0: 2, 2: 2, 18: 2, 13: 2}"
126,Food & Drink Shop,39,40.868125922072615,-73.8257646560669,"{19: 2, 23: 2}"
127,Home (private),34,40.612495623372205,-73.98887973002674,"{19: 5, 0: 4, 23: 3, 20: 2, 16: 2, 18: 2}"
128,Bar,4,40.758846660085474,-73.9895510673523,"{20: 6, 2: 5, 3: 4, 1: 3, 0: 3, 4: 3, 22: 2, 5: 2, 21: 2, 18: 2}"
129,Ferry,0,40.70145732419213,-74.01321428847186,"{21: 9, 17: 8, 22: 8, 0: 7, 13: 6, 20: 6, 1: 6, 14: 6, 16: 4, 18: 4, 3: 4, 19: 3, 12: 3, 23: 2, 5: 2, 15: 2, 2: 2, 7: 2}"
130,Ice Cream Shop,3,40.74763188753914,-73.98638613123016,"{20: 2, 17: 2, 15: 2}"
131,Hardware Store,4,40.761471535292976,-73.96677374839783,"{18: 7, 20: 4, 19: 4, 22: 2, 14: 2}"
132,Performing Arts Venue,3,40.72603917082711,-73.98208379745483,"{20: 3, 21: 3, 17: 2, 14: 2, 2: 2, 3: 2}"
133,Park,17,40.695941850543576,-73.99039194274509,"{18: 4, 21: 3}"
134,Ice Cream Shop,3,40.72634864558351,-73.98415714502335,"{0: 7, 1: 6, 23: 4, 22: 4, 19: 4, 3: 3, 2: 3, 20: 2, 18: 2}"
135,Gym / Fitness Center,40,40.84835183889757,-73.83081857572387,"{20: 13, 16: 3, 9: 2, 21: 2}"
136,Bus Station,15,40.83309951197968,-74.01021480560303,"{15: 3, 20: 2, 22: 2}"
137,Road,36,40.69958070509618,-73.91140241689858,"{0: 3, 23: 2}"
138,Park,3,40.74866717767752,-73.98837625980377,"{19: 4, 0: 3, 3: 2, 20: 2, 18: 2, 12: 2}"
139,Subway,34,40.60189764651378,-73.99352073669434,"{11: 31, 19: 16, 12: 9, 18: 6, 16: 5, 23: 4, 3: 4, 13: 3, 22: 3, 15: 3, 14: 2, 0: 2, 2: 2, 7: 2}"
140,Home (private),36,40.69321217941903,-73.93010370763156,"{20: 7, 13: 5, 21: 5, 1: 4, 22: 4, 16: 4, 3: 4, 11: 3, 2: 2, 7: 2, 23: 2, 15: 2}"
141,Bar,6,40.82720714615709,-73.92603062509322,"{20: 3, 23: 3}"
142,Coffee Shop,0,40.73946479913673,-74.00265603689895,"{14: 12, 15: 6, 18: 6, 20: 4, 13: 4, 19: 4, 22: 4, 16: 3, 21: 2}"
143,Home (private),41,40.79889202318283,-74.11812337576457,"{19: 13, 20: 12, 0: 6, 23: 5, 21: 4, 18: 3, 1: 3, 22: 2, 17: 2}"
144,University,10,40.81022009968992,-73.96047592163086,"{20: 3, 0: 3, 22: 2, 13: 2}"
145,Coffee Shop,3,40.70234499714752,-73.99068489671282,"{2: 7, 18: 6, 14: 4, 22: 3, 20: 3, 16: 2, 19: 2}"
146,Asian Restaurant,3,40.71800153431413,-73.99028290313753,"{23: 9, 0: 7, 22: 7, 21: 6, 1: 6, 3: 5, 20: 5, 17: 4, 2: 2, 15: 2}"
147,Bookstore,42,40.931951,-74.132019,"{15: 25, 13: 10, 19: 7, 20: 7, 18: 6, 14: 5, 16: 4, 17: 3, 23: 3, 22: 3}"
148,Ferry,9,40.6997717683002,-74.01339054107666,"{21: 4, 1: 2}"
149,Office,4,40.75269756436712,-73.99003612905999,"{13: 34, 14: 21, 12: 19, 16: 7, 15: 5, 20: 4, 18: 3, 17: 2, 11: 2, 21: 2}"
150,Home (private),12,40.917332043073934,-74.1885824928771,"{20: 13, 19: 6, 21: 6, 17: 4, 18: 2, 2: 2}"
151,Park,3,40.73528249691621,-73.99040315158283,"{21: 37, 23: 34, 20: 32, 22: 32, 18: 29, 19: 25, 0: 24, 17: 18, 1: 15, 16: 14, 2: 11, 13: 11, 14: 10, 15: 9, 12: 8, 3: 7, 5: 4, 4: 3, 11: 2, 10: 2, 9: 2}"
152,Campground,3,40.73506258918989,-73.99080514490619,"{20: 8, 21: 5, 19: 4, 22: 3, 0: 2, 16: 2, 12: 2}"
153,Cupcake Shop,0,40.7055407474374,-74.00825638391181,"{13: 8, 17: 2}"
154,Gas Station / Garage,17,40.67314689987917,-73.9989542278136,"{23: 2, 0: 2, 22: 2}"
155,Road,7,40.89002830179658,-74.07025337219238,"{10: 30, 22: 16, 21: 15, 11: 5, 23: 5, 13: 4, 12: 4, 9: 4, 18: 3, 15: 3, 20: 2, 14: 2}"
156,College Academic Building,17,40.69351488369677,-73.99171189097368,"{15: 16, 14: 10, 16: 9, 17: 5, 19: 5, 20: 2, 18: 2}"
157,Parking,13,40.95589866525352,-74.06818444009077,"{22: 2, 21: 2}"
158,Mexican Restaurant,17,40.69415730258867,-73.99187257970313,"{20: 3, 17: 3, 23: 2, 21: 2, 18: 2}"
159,Mall,13,40.95634251626308,-74.06902771574032,"{21: 15, 22: 11, 20: 9, 23: 8, 15: 6, 19: 6, 17: 5, 16: 5, 18: 5, 0: 5, 1: 2, 14: 2}"
160,Home (private),25,40.61848447230498,-73.75366953292578,"{3: 9, 4: 7, 17: 6, 11: 6, 15: 5, 19: 3, 20: 3, 6: 3, 5: 2, 16: 2, 21: 2, 1: 2, 18: 2, 2: 2}"
161,Home (private),25,40.61848447230498,-73.75366953292578,"{4: 5, 11: 3, 15: 3, 20: 2, 17: 2, 3: 2, 5: 2, 6: 2, 14: 2}"
162,Office,4,40.75005297929758,-73.97360801696777,"{13: 15, 14: 13, 15: 4, 20: 3, 12: 2, 16: 2, 17: 2, 11: 2}"
163,Gym / Fitness Center,3,40.74902921051218,-73.99237186168206,"{21: 16, 11: 16, 16: 9, 22: 7, 15: 5, 14: 3, 10: 2, 18: 2, 17: 2}"
164,Office,3,40.74512069910293,-73.99247516123957,"{17: 5, 16: 4, 18: 4, 19: 3, 21: 2, 20: 2, 22: 2, 15: 2}"
165,College Academic Building,11,40.86236520399265,-74.19631719589233,"{21: 5, 15: 5, 18: 4, 16: 2}"
166,Gym / Fitness Center,43,40.61252119041974,-73.91296403631098,"{21: 7, 20: 7, 0: 5, 23: 3, 12: 2, 15: 2, 19: 2, 22: 2}"
167,Residential Building (Apartment / Condo),44,40.661205798151336,-73.88063192367554,"{13: 4, 5: 4, 14: 4, 12: 4, 15: 3, 11: 3, 21: 2, 4: 2, 16: 2, 18: 2, 0: 2, 1: 2, 2: 2}"
